Time|S2U12|εβδομάδα|week|n(f,,)
Time|S2U12|χρόνος|year / time|n(m,,)
Time|S2U12|μήνας|month|n(m,,)
Time|S2U12|μεσάνιχτα|midnight|
Time|S2U12|χθες|yesterday|
Time|S2U12|ιανουάριος|January|
Time|S2U12|φεβρουάριος|February|
Time|S2U12|μάρτιος|March|
Time|S2U12|απρίλιος|April|
Time|S2U12|μάιος|May|
Time|S2U12|ιούνιος|June|
Time|S2U12|ιούλιος|July|
Time|S2U12|αύγουστος|August|
Time|S2U12|σεπτέμβριος|September|
Time|S2U12|οκτώβριος|October|
Time|S2U12|νοέμβριος|November|
Time|S2U12|δεκέμβριος|December|
Time|S2U12|χιλιετία|millennium|n(f,,)
Time|S2U12|εποχή|season|n(f,,)
Time|S2U12|άνοιξη|spring|n(f,,)
Time|S2U12|καλοκαίρι|summer|n(n,,)
Time|S2U12|φθινόπωρο|fall / automn|n(n,,)
Time|S2U12|χειμώνας|winter|n(m,,)
Time|S2U12|στιγμές|moments|n(f,pl,)
Time|S2U12|αιώνας|century|n(m,,)
Time|S2U12|λεπτό|minute|n(n,,)
Time|S2U12|γενιά|generation|n(f,,)
Time|S2U12|περίοδος|period / time|n(f,,)
Time|S2U12|δευτερόλεπτο|second|n(n,,)
Time|S2U12|φέτος|this year|
Time|S2U12|πέρυσι|last year|
Time|S2U12|πριν|before|
Time|S2U12|γέννηση|birth|n(f,,)
Time|S2U12|ημερολόγιο|calendar / diary|n(n,,)
Time|S2U12|δεκαετία|decade|n(f,,)
Time|S2U12|τέταρτο|quarter|
Time|S2U12|μισή|half|
Time|S2U12|μέχρι|until|
Time|S2U12|πάλι|again|
